896.6 82.1     3021725.5
156.3 36.1     101845.9
406.9 79.7     1292332.5
874.3 33.1     478945.8
801.4 17.9     128388.3
146.4 54.6     218220.9
147.9 74.7     412647.6
820.3 77.0     2431779.2
915.4 17.2     135406.0
307.7 63.0     610630.7
589.9 48.8     702405.8
848.7 3.4     4905.5
774.9 76.0     2237911.2
892.7 23.9     254959.6
541.9 30.4     250401.2
674.2 61.4     1270853.6
634.7 97.4     3010623.5
529.9 99.0     2596775.0
159.6 91.9     673959.8
772.9 83.4     2687976.2
570.7 71.8     1471047.9
304.2 71.2     771061.8
523.4 9.9     25649.2
499.5 68.9     1185615.8
66.7 65.8     144393.5
287.3 15.1     32753.6
132.1 12.1     9670.4
872.3 58.5     1492614.4
448.2 97.0     2108557.0
141.8 40.6     116868.7
284.0 27.5     107387.5
779.7 22.8     202659.6
534.4 55.3     817121.6
222.2 74.2     611676.6
984.0 60.5     1800843.0
382.9 63.0     759865.1
378.2 87.2     1437886.1
156.4 41.7     135981.2
645.3 53.7     930422.6
845.4 70.7     2112861.8
47.0 39.5     36665.9
229.1 34.2     133982.3
566.8 18.4     95947.9
119.6 77.0     354554.2
964.8 69.2     2310039.8
25.4 57.8     42428.7
904.5 2.5     2826.6
394.1 10.7     22560.3
470.7 9.1     19489.3
687.4 98.3     3321135.8
593.9 84.7     2130346.0
24.1 1.8     39.0
866.5 58.9     1503035.4
842.6 95.7     3858471.5
477.4 44.3     468446.3
161.4 81.8     539983.1
462.3 42.9     425410.8
706.2 89.2     2809489.5
725.6 47.2     808260.4
94.2 84.7     337899.6
774.1 30.1     350671.2
141.9 83.2     491132.8
473.6 62.9     936877.9
276.7 82.6     943928.9
331.0 63.3     663140.3
471.0 79.0     1469755.5
485.9 71.2     1231620.2
358.9 7.8     10917.7
275.8 3.3     1501.7
655.2 40.3     532051.9
586.6 67.1     1320556.8
86.5 43.3     81089.0
287.7 78.1     877428.9
48.4 87.9     186979.1
522.9 30.4     241621.6
808.6 25.8     269118.2
161.7 29.1     68464.6
312.0 77.2     929734.9
916.8 27.6     349190.8
480.2 59.2     841464.1
765.9 53.7     1104309.2
240.8 54.9     362886.8
970.0 67.9     2236049.0
442.3 41.3     377213.3
995.3 65.7     2148101.0
164.9 98.9     806460.8
617.2 11.5     40812.4
9.5 85.5     34723.7
758.3 75.5     2161249.8
343.2 19.8     67274.1
906.1 57.1     1477128.6
834.2 52.8     1162808.0
14.3 71.9     36962.7
243.7 10.5     13434.0
480.9 23.5     132788.5
324.5 22.3     80685.3
354.7 88.3     1382778.6
892.2 84.9     3215493.5
169.4 5.4     2469.9
896.5 90.4     3663170.8
