362.6 91.8     1527858.6
369.1 49.8     457691.4
177.0 32.9     95793.3
768.3 78.3     2355181.5
521.6 47.4     585955.1
325.3 54.9     490228.8
159.6 55.5     245804.0
846.0 44.5     837645.8
40.3 42.5     36395.9
534.3 5.3     7504.2
361.2 97.4     1713309.0
261.2 95.2     1183633.0
447.3 70.1     1099018.2
556.0 54.9     837894.9
923.3 98.6     4488143.0
837.0 51.0     1088518.5
117.3 16.2     15392.1
678.3 6.1     12619.8
236.4 37.1     162691.6
754.6 53.2     1067849.5
823.8 69.4     1983858.8
837.6 56.8     1351149.2
10.8 84.0     38102.4
972.4 80.0     3111680.0
59.9 86.1     222025.6
999.5 98.2     4819209.0
540.7 4.0     4325.6
412.8 1.0     206.4
599.7 82.6     2045804.5
317.8 29.5     138282.7
428.4 7.0     10495.8
932.8 52.6     1290416.8
181.5 30.3     83316.7
671.5 57.7     1117809.1
591.1 81.5     1963116.9
744.6 79.2     2335303.8
118.0 18.5     20192.8
386.8 95.2     1752791.8
88.1 75.9     253763.7
932.7 18.1     152780.9
358.0 39.5     279284.8
17.7 68.7     41769.3
131.2 99.8     653378.7
188.1 44.4     185406.4
788.3 60.2     1428415.4
103.6 80.8     338183.6
688.9 20.3     141944.4
663.4 15.4     78666.0
551.4 32.8     296609.1
704.3 46.0     745149.4
234.4 81.8     784213.4
143.3 84.1     506766.8
769.0 21.6     179392.3
342.1 59.3     601495.6
523.8 22.2     129074.8
313.4 84.6     1121526.9
350.6 13.6     32423.5
694.7 25.7     229421.2
788.3 94.9     3549719.0
23.7 54.5     35197.5
478.7 5.6     7506.0
39.0 62.3     75685.1
328.7 79.7     1043965.9
842.6 49.0     1011541.3
983.0 62.2     1901534.9
934.6 11.2     58618.1
321.0 92.1     1361426.9
113.1 39.2     86897.0
36.2 78.6     111821.1
140.1 35.4     87783.9
588.6 79.9     1878814.1
941.0 97.6     4481870.0
514.0 69.5     1241374.2
31.3 65.7     67553.1
188.8 49.2     228508.4
286.8 6.6     6246.5
949.1 71.8     2446419.2
123.4 47.5     139210.6
935.1 11.8     65101.7
335.8 56.0     526534.4
171.6 36.6     114934.3
392.1 77.6     1180566.0
406.2 43.2     379033.4
893.5 28.2     355273.5
644.4 45.8     675859.6
199.6 94.5     891239.0
531.3 72.7     1404037.1
383.3 8.7     14506.0
28.0 4.3     258.9
583.6 38.5     432520.5
625.9 34.4     370332.6
353.7 72.3     924446.4
651.7 3.5     3991.7
562.4 52.6     778012.9
587.6 49.2     711184.1
122.5 13.4     10998.0
475.1 91.6     1993177.5
875.6 13.7     82170.7
42.2 34.3     24823.9
264.4 93.6     1158198.9
550.6 32.2     285442.1
297.2 61.6     563871.6
409.8 52.9     573394.3
204.1 35.0     125011.3
213.8 54.4     316355.6
227.7 1.1     137.8
235.7 78.3     722525.4
79.3 76.4     231435.5
988.9 4.4     9572.6
809.7 63.0     1606849.6
613.4 60.7     1130033.1
384.7 67.6     878993.3
701.1 79.2     2198873.8
192.4 96.3     892129.0
238.1 40.3     193347.9
645.2 9.2     27304.9
370.0 67.6     845405.6
897.6 9.8     43102.8
408.6 93.3     1778409.1
502.2 37.5     353109.4
280.8 94.8     1261780.5
487.9 20.7     104530.1
320.4 44.1     311558.5
163.1 92.5     697762.2
27.9 12.1     2042.4
813.2 17.2     120288.6
92.0 16.0     11776.0
113.0 98.9     552638.4
432.3 61.3     812224.7
214.9 64.2     442870.2
288.6 75.0     811687.5
355.0 18.3     59443.0
986.2 85.2     3579432.5
944.2 42.4     848722.6
146.0 51.8     195876.5
213.4 75.2     603392.7
866.0 52.2     1179855.8
960.1 73.1     2565199.8
297.7 89.0     1179040.9
911.3 49.0     1094015.6
626.9 3.4     3623.5
969.4 93.0     4192170.5
588.5 52.3     804859.1
727.4 90.3     2965642.8
407.9 63.5     822377.4
284.5 70.7     711035.2
458.6 66.2     1004893.4
500.3 12.5     39085.9
838.9 67.4     1905460.9
602.2 8.4     21245.6
466.6 50.8     602063.3
679.3 7.0     16642.8
881.2 1.7     1273.3
312.0 81.2     1028576.6
754.4 67.7     1728816.9
893.1 77.9     2709848.5
504.3 92.5     2157458.5
286.9 61.5     542563.8
635.6 92.8     2736843.0
228.2 62.8     449992.1
456.7 30.3     209645.8
436.7 20.9     95377.5
37.3 87.8     143769.9
20.8 73.3     55878.1
378.9 9.6     17459.7
461.6 89.5     1848765.8
227.9 38.8     171544.9
993.7 71.0     2504621.0
154.8 93.0     669432.6
360.7 49.3     438338.9
120.9 10.6     6792.2
986.2 72.2     2570451.0
715.7 76.3     2083292.0
251.2 32.3     131037.2
442.9 55.6     684581.6
352.4 24.9     109245.8
479.1 31.9     243768.5
963.2 17.9     154309.4
249.5 6.2     4795.4
368.4 47.6     417352.9
206.8 49.4     252333.2
697.7 34.1     405646.3
566.6 65.9     1230318.0
611.0 16.9     87253.9
376.7 58.9     653425.8
742.7 41.0     624239.4
448.9 41.5     386559.0
325.5 85.0     1175868.8
71.2 59.6     126456.9
903.8 67.5     2058969.4
352.0 11.1     21685.0
263.6 82.2     890551.4
979.8 77.7     2957668.0
805.7 84.6     2883261.8
537.7 78.6     1660944.6
341.9 89.8     1378547.8
384.1 15.8     47943.4
688.1 54.4     1018167.8
163.3 38.1     118523.9
726.0 8.2     24408.1
848.6 40.2     685685.8
659.1 53.5     943254.4
815.5 82.9     2802225.2
637.3 36.2     417571.7
966.2 31.3     473288.2
625.5 99.0     3065262.8
527.0 40.0     421600.0
251.5 65.2     534568.3
654.5 82.7     2238157.5
278.9 4.2     2459.9
700.6 74.8     1959942.6
556.0 40.0     444800.0
422.0 35.8     270426.0
584.7 73.0     1557933.1
984.0 86.9     3715392.2
