720.8 8.0     23065.6
656.3 54.2     963986.6
455.1 15.6     55376.6
315.9 37.3     219754.2
639.7 45.2     653466.4
820.8 65.4     1755346.5
102.7 40.2     82983.7
487.2 31.8     246338.0
891.8 92.0     3774097.5
933.3 54.6     1391158.2
530.5 91.5     2220739.2
85.2 31.6     42538.7
473.6 74.3     1307252.1
161.5 75.8     463960.5
344.5 8.0     11024.0
8.5 72.0     22032.0
438.7 43.4     413158.9
556.6 55.9     869634.6
420.4 17.2     62185.6
596.5 48.9     713178.4
747.1 52.0     1010079.2
283.0 98.0     1358966.0
658.3 17.1     96246.8
680.8 91.7     2862386.0
904.0 3.1     4343.7
22.8 10.5     1256.8
434.7 27.0     158448.2
363.1 30.1     164486.1
10.1 91.6     42372.3
791.1 80.5     2563262.8
962.2 41.8     840597.2
766.4 72.7     2025323.0
801.9 61.3     1506645.9
274.6 44.7     274337.8
936.1 88.5     3665884.5
